"","y.act","y.pred","y.prob.no","y.prob.yes"
"3092","no","no",1,0
"3093","no","no",1,0
"3094","no","no",1,0
"3095","no","no",1,0
"3096","no","no",1,0
"3097","no","no",1,0
"3098","no","no",1,0
"3099","no","no",1,0
"3100","no","no",1,0
"3101","no","no",1,0
"3102","no","no",1,0
"3103","no","no",1,0
"3104","no","no",1,0
"3105","no","no",1,0
"3106","no","no",1,0
"3107","no","no",1,0
"3108","no","no",1,0
"3109","no","no",1,0
"3110","no","no",1,0
"3111","no","no",1,0
"3112","no","no",1,0
"3113","no","no",1,0
"3114","no","no",1,0
"3115","no","no",1,0
"3116","no","no",1,0
"3117","no","no",1,0
"3118","no","no",1,0
"3119","no","no",1,0
"3120","no","no",1,0
"3121","no","no",1,0
"3122","no","no",1,0
"3123","no","no",1,0
"3124","no","no",1,0
"3125","no","no",1,0
"3126","no","no",1,0
"3127","no","no",1,0
"3128","no","no",1,0
"3129","no","no",1,0
"3130","no","no",1,0
"3131","no","no",1,0
"3132","no","no",1,0
"3133","no","no",1,0
"3134","no","no",1,0
"3135","no","no",1,0
"3136","no","no",1,0
"3137","no","no",1,0
"3138","no","no",1,0
"3139","no","no",1,0
"3140","no","no",1,0
"3141","no","no",1,0
"3142","no","no",1,0
"3143","no","no",1,0
"3144","no","no",1,0
"3145","no","no",1,0
"3146","no","no",1,0
"3147","no","no",1,0
"3148","no","no",1,0
"3149","no","no",1,0
"3150","no","no",1,0
"3151","no","no",1,0
"3152","no","no",1,0
"3153","no","no",1,0
"3154","no","no",1,0
"3155","no","no",1,0
"3156","no","no",1,0
"3157","no","no",1,0
"3158","no","no",1,0
"3159","no","no",1,0
"3160","no","no",1,0
"3161","no","no",1,0
"3162","no","no",1,0
"3163","no","no",1,0
"3164","no","no",1,0
"3165","no","no",1,0
"3166","no","no",1,0
"3167","no","no",1,0
"3168","no","no",1,0
"3169","yes","no",1,0
"3170","no","no",1,0
"3171","no","no",1,0
"3172","yes","no",1,0
"3173","no","no",1,0
"3174","no","no",1,0
"3175","yes","no",1,0
"3176","no","no",1,0
"3177","no","no",1,0
"3178","no","no",1,0
"3179","no","no",1,0
"3180","no","no",1,0
"3181","yes","no",1,0
"3182","no","no",1,0
"3183","no","no",1,0
"3184","no","no",1,0
"3185","no","no",1,0
"3186","no","no",1,0
"3187","no","no",1,0
"3188","no","no",1,0
"3189","no","no",1,0
"3190","no","no",1,0
"3191","no","no",1,0
"3192","no","no",1,0
"3193","no","no",1,0
"3194","no","no",1,0
"3195","no","no",1,0
"3196","no","no",1,0
"3197","no","no",1,0
"3198","no","no",1,0
"3199","no","no",1,0
"3200","no","no",1,0
"3201","no","no",1,0
"3202","no","no",1,0
"3203","no","no",1,0
"3204","no","no",1,0
"3205","no","no",1,0
"3206","no","no",1,0
"3207","no","no",1,0
"3208","no","no",1,0
"3209","no","no",1,0
"3210","no","no",1,0
"3211","no","no",1,0
"3212","no","no",1,0
"3213","no","no",1,0
"3214","no","no",1,0
"3215","no","no",1,0
"3216","no","no",1,0
"3217","no","no",1,0
"3218","no","no",1,0
"3219","no","no",1,0
"3220","no","no",1,0
"3221","no","no",1,0
"3222","no","no",1,0
"3223","no","no",1,0
"3224","no","no",1,0
"3225","no","no",1,0
"3226","no","no",1,0
"3227","no","no",1,0
"3228","no","no",1,0
"3229","no","no",1,0
"3230","no","no",1,0
"3231","no","no",1,0
"3232","no","no",1,0
"3233","no","no",1,0
"3234","no","no",1,0
"3235","no","no",1,0
"3236","no","no",1,0
"3237","no","no",1,0
"3238","no","no",1,0
"3239","no","no",1,0
"3240","no","no",1,0
"3241","no","no",1,0
"3242","no","no",1,0
"3243","no","no",1,0
"3244","no","no",1,0
"3245","no","no",1,0
"3246","no","no",1,0
"3247","no","no",1,0
"3248","no","no",1,0
"3249","no","no",1,0
"3250","no","no",1,0
"3251","no","no",1,0
"3252","no","no",1,0
"3253","yes","no",1,0
"3254","no","no",1,0
"3255","no","no",1,0
"3256","no","no",1,0
"3257","no","no",1,0
"3258","no","no",1,0
"3259","no","no",1,0
"3260","no","no",1,0
"3261","no","no",1,0
"3262","no","no",1,0
"3263","no","no",1,0
"3264","no","no",1,0
"3265","no","no",1,0
"3266","no","no",1,0
"3267","no","no",1,0
"3268","no","no",1,0
"3269","no","no",1,0
"3270","no","no",1,0
"3271","no","no",1,0
"3272","no","no",1,0
"3273","no","no",1,0
"3274","no","no",1,0
"3275","no","no",1,0
"3276","no","no",1,0
"3277","no","no",1,0
"3278","no","no",1,0
"3279","no","no",1,0
"3280","no","no",1,0
"3281","no","no",1,0
"3282","no","no",1,0
"3283","no","no",1,0
"3284","no","no",1,0
"3285","no","no",1,0
"3286","no","no",1,0
"3287","no","no",1,0
"3288","yes","no",1,0
"3289","no","no",1,0
"3290","no","no",1,0
"3291","no","no",1,0
"3292","no","no",1,0
"3293","no","no",1,0
"3294","no","no",1,0
"3295","no","no",1,0
"3296","no","no",1,0
"3297","no","no",1,0
"3298","no","no",1,0
"3299","no","no",1,0
"3300","no","no",1,0
"3301","no","no",1,0
"3302","no","no",1,0
"3303","no","no",1,0
"3304","no","no",1,0
"3305","no","no",1,0
"3306","no","no",1,0
"3307","no","no",1,0
"3308","no","no",1,0
"3309","no","no",1,0
"3310","no","no",1,0
"3311","no","no",1,0
"3312","no","no",1,0
"3313","no","no",1,0
"3314","no","no",1,0
"3315","no","no",1,0
"3316","yes","no",1,0
"3317","no","no",1,0
"3318","no","no",1,0
"3319","no","no",1,0
"3320","no","no",1,0
"3321","no","no",1,0
"3322","no","no",1,0
"3323","yes","no",1,0
"3324","no","no",1,0
"3325","no","no",1,0
"3326","no","no",1,0
"3327","no","no",1,0
"3328","no","no",1,0
"3329","no","no",1,0
"3330","no","no",1,0
"3331","no","no",1,0
"3332","no","no",1,0
"3333","no","no",1,0
"3334","no","no",1,0
"3335","no","no",1,0
"3336","no","no",1,0
"3337","no","no",1,0
"3338","no","no",1,0
"3339","no","no",1,0
"3340","no","no",1,0
"3341","no","no",1,0
"3342","no","no",1,0
"3343","no","no",1,0
"3344","no","no",1,0
"3345","no","no",1,0
"3346","no","no",1,0
"3347","no","no",1,0
"3348","no","no",1,0
"3349","no","no",1,0
"3350","no","no",1,0
"3351","no","no",1,0
"3352","no","no",1,0
"3353","no","no",1,0
"3354","no","no",1,0
"3355","no","no",1,0
"3356","no","no",1,0
"3357","no","no",1,0
"3358","no","no",1,0
"3359","no","no",1,0
"3360","no","no",1,0
"3361","yes","no",1,0
"3362","no","no",1,0
"3363","yes","no",1,0
"3364","no","no",1,0
"3365","no","no",1,0
"3366","no","no",1,0
"3367","no","no",1,0
"3368","no","no",1,0
"3369","no","no",1,0
"3370","no","no",1,0
"3371","no","no",1,0
"3372","no","no",1,0
"3373","no","no",1,0
"3374","no","no",1,0
"3375","no","no",1,0
"3376","no","no",1,0
"3377","no","no",1,0
"3378","no","no",1,0
"3379","no","no",1,0
"3380","no","no",1,0
"3381","no","no",1,0
"3382","no","no",1,0
"3383","no","no",1,0
"3384","no","no",1,0
"3385","no","no",1,0
"3386","yes","no",1,0
"3387","no","no",1,0
"3388","no","no",1,0
"3389","no","no",1,0
"3390","no","no",1,0
"3391","no","no",1,0
"3392","no","no",1,0
"3393","no","no",1,0
"3394","no","no",1,0
"3395","no","no",1,0
"3396","no","no",1,0
"3397","no","no",1,0
"3398","no","no",1,0
"3399","no","no",1,0
"3400","no","no",1,0
"3401","no","no",1,0
"3402","no","no",1,0
"3403","no","no",1,0
"3404","no","no",1,0
"3405","no","no",1,0
"3406","no","no",1,0
"3407","no","no",1,0
"3408","no","no",1,0
"3409","no","no",1,0
"3410","no","no",1,0
"3411","no","no",1,0
"3412","no","no",1,0
"3413","no","no",1,0
"3414","no","no",1,0
"3415","no","no",1,0
"3416","no","no",1,0
"3417","no","no",1,0
"3418","no","no",1,0
"3419","no","no",1,0
"3420","no","no",1,0
"3421","no","no",1,0
"3422","no","no",1,0
"3423","no","no",1,0
"3424","yes","no",1,0
"3425","no","no",1,0
"3426","no","no",1,0
"3427","no","no",1,0
"3428","no","no",1,0
"3429","no","no",1,0
"3430","no","no",1,0
"3431","no","no",1,0
"3432","no","no",1,0
"3433","no","no",1,0
"3434","no","no",1,0
"3435","no","no",1,0
"3436","yes","no",1,0
"3437","no","no",1,0
"3438","no","no",1,0
"3439","no","no",1,0
"3440","no","no",1,0
"3441","no","no",1,0
"3442","no","no",1,0
"3443","no","no",1,0
"3444","no","no",1,0
"3445","no","no",1,0
"3446","no","no",1,0
"3447","no","no",1,0
"3448","no","no",1,0
"3449","no","no",1,0
"3450","no","no",1,0
"3451","no","no",1,0
"3452","yes","no",1,0
"3453","yes","no",1,0
"3454","no","no",1,0
"3455","no","no",1,0
"3456","no","no",1,0
"3457","no","no",1,0
"3458","no","no",1,0
"3459","no","no",1,0
"3460","no","no",1,0
"3461","no","no",1,0
"3462","no","no",1,0
"3463","no","no",1,0
"3464","no","no",1,0
"3465","no","no",1,0
"3466","no","no",1,0
"3467","no","no",1,0
"3468","no","no",1,0
"3469","no","no",1,0
"3470","no","no",1,0
"3471","no","no",1,0
"3472","no","no",1,0
"3473","no","no",1,0
"3474","no","no",1,0
"3475","no","no",1,0
"3476","no","no",1,0
"3477","no","no",1,0
"3478","no","no",1,0
"3479","no","no",1,0
"3480","no","no",1,0
"3481","no","no",1,0
"3482","no","no",1,0
"3483","no","no",1,0
"3484","no","no",1,0
"3485","no","no",1,0
"3486","no","no",1,0
"3487","no","no",1,0
"3488","no","no",1,0
"3489","yes","no",1,0
"3490","no","no",1,0
"3491","no","no",1,0
"3492","no","no",1,0
"3493","yes","no",1,0
"3494","no","no",1,0
"3495","no","no",1,0
"3496","no","no",1,0
"3497","no","no",1,0
"3498","no","no",1,0
"3499","no","no",1,0
"3500","no","no",1,0
"3501","no","no",1,0
"3502","no","no",1,0
"3503","no","no",1,0
"3504","no","no",1,0
"3505","no","no",1,0
"3506","no","no",1,0
"3507","no","no",1,0
"3508","no","no",1,0
"3509","no","no",1,0
"3510","no","no",1,0
"3511","no","no",1,0
"3512","no","no",1,0
"3513","no","no",1,0
"3514","no","no",1,0
"3515","no","no",1,0
"3516","no","no",1,0
"3517","no","no",1,0
"3518","no","no",1,0
"3519","no","no",1,0
"3520","no","no",1,0
"3521","no","no",1,0
"3522","no","no",1,0
"3523","no","no",1,0
"3524","no","no",1,0
"3525","no","no",1,0
"3526","no","no",1,0
"3527","no","no",1,0
"3528","no","no",1,0
"3529","no","no",1,0
"3530","no","no",1,0
"3531","no","no",1,0
"3532","no","no",1,0
"3533","no","no",1,0
"3534","no","no",1,0
"3535","no","no",1,0
"3536","no","no",1,0
"3537","no","no",1,0
"3538","no","no",1,0
"3539","no","no",1,0
"3540","no","no",1,0
"3541","no","no",1,0
"3542","no","no",1,0
"3543","no","no",1,0
"3544","no","no",1,0
"3545","no","no",1,0
"3546","no","no",1,0
"3547","no","no",1,0
"3548","no","no",1,0
"3549","yes","no",1,0
"3550","yes","no",1,0
"3551","no","no",1,0
"3552","no","no",1,0
"3553","no","no",1,0
"3554","no","no",1,0
"3555","no","no",1,0
"3556","no","no",1,0
"3557","no","no",1,0
"3558","no","no",1,0
"3559","no","no",1,0
"3560","no","no",1,0
"3561","no","no",1,0
"3562","no","no",1,0
"3563","no","no",1,0
"3564","no","no",1,0
"3565","no","no",1,0
"3566","no","no",1,0
"3567","no","no",1,0
"3568","no","no",1,0
"3569","no","no",1,0
"3570","no","no",1,0
"3571","no","no",1,0
"3572","no","no",1,0
"3573","no","no",1,0
"3574","no","no",1,0
"3575","no","no",1,0
"3576","no","no",1,0
"3577","no","no",1,0
"3578","no","no",1,0
"3579","yes","no",1,0
"3580","no","no",1,0
"3581","no","no",1,0
"3582","no","no",1,0
"3583","no","no",1,0
"3584","no","no",1,0
"3585","no","no",1,0
"3586","no","no",1,0
"3587","no","no",1,0
"3588","no","no",1,0
"3589","no","no",1,0
"3590","no","no",1,0
"3591","no","no",1,0
"3592","no","no",1,0
"3593","no","no",1,0
"3594","no","no",1,0
"3595","no","no",1,0
"3596","no","no",1,0
"3597","no","no",1,0
"3598","no","no",1,0
"3599","no","no",1,0
"3600","no","no",1,0
"3601","no","no",1,0
"3602","no","no",1,0
"3603","no","no",1,0
"3604","no","no",1,0
"3605","no","no",1,0
"3606","no","no",1,0
"3607","no","no",1,0
"3608","no","no",1,0
"3609","no","no",1,0
"3610","yes","no",1,0
"3611","no","no",1,0
"3612","no","no",1,0
"3613","no","no",1,0
"3614","no","no",1,0
"3615","no","no",1,0
"3616","no","no",1,0
"3617","no","no",1,0
"3618","no","no",1,0
"3619","no","no",1,0
"3620","no","no",1,0
"3621","no","no",1,0
"3622","no","no",1,0
"3623","no","no",1,0
"3624","no","no",1,0
"3625","no","no",1,0
"3626","no","no",1,0
"3627","no","no",1,0
"3628","yes","no",1,0
"3629","no","no",1,0
"3630","no","no",1,0
"3631","no","no",1,0
"3632","no","no",1,0
"3633","no","no",1,0
"3634","no","no",1,0
"3635","no","no",1,0
"3636","no","no",1,0
"3637","no","no",1,0
"3638","no","no",1,0
"3639","no","no",1,0
"3640","no","no",1,0
"3641","no","no",1,0
"3642","no","no",1,0
"3643","no","no",1,0
"3644","no","no",1,0
"3645","no","no",1,0
"3646","no","no",1,0
"3647","no","no",1,0
"3648","yes","no",1,0
"3649","no","no",1,0
"3650","no","no",1,0
"3651","no","no",1,0
"3652","no","no",1,0
"3653","no","no",1,0
"3654","no","no",1,0
"3655","no","no",1,0
"3656","no","no",1,0
"3657","no","no",1,0
"3658","no","no",1,0
"3659","no","no",1,0
"3660","no","no",1,0
"3661","no","no",1,0
"3662","no","no",1,0
"3663","no","no",1,0
"3664","yes","no",1,0
"3665","no","no",1,0
"3666","no","no",1,0
"3667","no","no",1,0
"3668","no","no",1,0
"3669","no","no",1,0
"3670","no","no",1,0
"3671","no","no",1,0
"3672","no","no",1,0
"3673","no","no",1,0
"3674","no","no",1,0
"3675","no","no",1,0
"3676","no","no",1,0
"3677","no","no",1,0
"3678","no","no",1,0
"3679","no","no",1,0
"3680","no","no",1,0
"3681","yes","no",1,0
"3682","no","no",1,0
"3683","no","no",1,0
"3684","no","no",1,0
"3685","no","no",1,0
"3686","no","no",1,0
"3687","no","no",1,0
"3688","no","no",1,0
"3689","no","no",1,0
"3690","no","no",1,0
"3691","no","no",1,0
"3692","no","no",1,0
"3693","no","no",1,0
"3694","no","no",1,0
"3695","no","no",1,0
"3696","no","no",1,0
"3697","no","no",1,0
"3698","no","no",1,0
"3699","no","no",1,0
"3700","no","no",1,0
"3701","yes","no",1,0
"3702","no","no",1,0
"3703","no","no",1,0
"3704","no","no",1,0
"3705","no","no",1,0
"3706","no","no",1,0
"3707","no","no",1,0
"3708","yes","no",1,0
"3709","yes","no",1,0
"3710","no","no",1,0
"3711","no","no",1,0
"3712","no","no",1,0
"3713","yes","no",1,0
"3714","no","no",1,0
"3715","no","no",1,0
"3716","no","no",1,0
"3717","no","no",1,0
"3718","no","no",1,0
"3719","no","no",1,0
"3720","no","no",1,0
"3721","no","no",1,0
"3722","no","no",1,0
"3723","no","no",1,0
"3724","no","no",1,0
"3725","no","no",1,0
"3726","no","no",1,0
"3727","no","no",1,0
"3728","no","no",1,0
"3729","no","no",1,0
"3730","no","no",1,0
"3731","no","no",1,0
"3732","no","no",1,0
"3733","no","no",1,0
"3734","no","no",1,0
"3735","no","no",1,0
"3736","no","no",1,0
"3737","no","no",1,0
"3738","no","no",1,0
"3739","no","no",1,0
"3740","no","no",1,0
"3741","no","no",1,0
"3742","no","no",1,0
"3743","no","no",1,0
"3744","no","no",1,0
"3745","no","no",1,0
"3746","no","no",1,0
"3747","no","no",1,0
"3748","no","no",1,0
"3749","no","no",1,0
"3750","no","no",1,0
"3751","no","no",1,0
"3752","no","no",1,0
"3753","no","no",1,0
"3754","no","no",1,0
"3755","no","no",1,0
"3756","no","no",1,0
"3757","no","no",1,0
"3758","no","no",1,0
"3759","no","no",1,0
"3760","no","no",1,0
"3761","no","no",1,0
"3762","no","no",1,0
"3763","no","no",1,0
"3764","no","no",1,0
"3765","no","no",1,0
"3766","no","no",1,0
"3767","no","no",1,0
"3768","no","no",1,0
"3769","no","no",1,0
"3770","no","no",1,0
"3771","no","no",1,0
"3772","no","no",1,0
"3773","no","no",1,0
"3774","no","no",1,0
"3775","no","no",1,0
"3776","no","no",1,0
"3777","no","no",1,0
"3778","no","no",1,0
"3779","no","no",1,0
"3780","no","no",1,0
"3781","no","no",1,0
"3782","no","no",1,0
"3783","no","no",1,0
"3784","no","no",1,0
"3785","no","no",1,0
"3786","no","no",1,0
"3787","no","no",1,0
"3788","no","no",1,0
"3789","no","no",1,0
"3790","no","no",1,0
"3791","no","no",1,0
"3792","no","no",1,0
"3793","no","no",1,0
"3794","no","no",1,0
"3795","no","no",1,0
"3796","no","no",1,0
"3797","no","no",1,0
"3798","no","no",1,0
"3799","no","no",1,0
"3800","no","no",1,0
"3801","no","no",1,0
"3802","no","no",1,0
"3803","no","no",1,0
"3804","no","no",1,0
"3805","no","no",1,0
"3806","no","no",1,0
"3807","no","no",1,0
"3808","no","no",1,0
"3809","no","no",1,0
"3810","no","no",1,0
"3811","no","no",1,0
"3812","yes","no",1,0
"3813","no","no",1,0
"3814","no","no",1,0
"3815","no","no",1,0
"3816","no","no",1,0
"3817","no","no",1,0
"3818","no","no",1,0
"3819","no","no",1,0
"3820","no","no",1,0
"3821","no","no",1,0
"3822","no","no",1,0
"3823","no","no",1,0
"3824","yes","no",1,0
"3825","no","no",1,0
"3826","no","no",1,0
"3827","no","no",1,0
"3828","yes","no",1,0
"3829","no","no",1,0
"3830","no","no",1,0
"3831","no","no",1,0
"3832","yes","no",1,0
"3833","no","no",1,0
"3834","no","no",1,0
"3835","no","no",1,0
"3836","no","no",1,0
"3837","no","no",1,0
"3838","no","no",1,0
"3839","no","no",1,0
"3840","no","no",1,0
"3841","no","no",1,0
"3842","no","no",1,0
"3843","no","no",1,0
"3844","no","no",1,0
"3845","no","no",1,0
"3846","no","no",1,0
"3847","no","no",1,0
"3848","no","no",1,0
"3849","no","no",1,0
"3850","no","no",1,0
"3851","no","no",1,0
"3852","no","no",1,0
"3853","no","no",1,0
"3854","no","no",1,0
"3855","no","no",1,0
"3856","no","no",1,0
"3857","no","no",1,0
"3858","no","no",1,0
"3859","no","no",1,0
"3860","no","no",1,0
"3861","no","no",1,0
"3862","no","no",1,0
"3863","no","no",1,0
"3864","no","no",1,0
"3865","no","no",1,0
"3866","no","no",1,0
"3867","yes","no",1,0
"3868","no","no",1,0
"3869","no","no",1,0
"3870","no","no",1,0
"3871","no","no",1,0
"3872","no","no",1,0
"3873","no","no",1,0
"3874","no","no",1,0
"3875","no","no",1,0
"3876","no","no",1,0
"3877","no","no",1,0
"3878","no","no",1,0
"3879","no","no",1,0
"3880","no","no",1,0
"3881","no","no",1,0
"3882","no","no",1,0
"3883","no","no",1,0
"3884","no","no",1,0
"3885","no","no",1,0
"3886","no","no",1,0
"3887","no","no",1,0
"3888","no","no",1,0
"3889","no","no",1,0
"3890","no","no",1,0
"3891","no","no",1,0
"3892","no","no",1,0
"3893","no","no",1,0
"3894","no","no",1,0
"3895","no","no",1,0
"3896","no","no",1,0
"3897","no","no",1,0
"3898","yes","no",1,0
"3899","no","no",1,0
"3900","no","no",1,0
"3901","no","no",1,0
"3902","no","no",1,0
"3903","no","no",1,0
"3904","no","no",1,0
"3905","no","no",1,0
"3906","no","no",1,0
"3907","no","no",1,0
"3908","no","no",1,0
"3909","no","no",1,0
"3910","no","no",1,0
"3911","yes","no",1,0
"3912","no","no",1,0
"3913","no","no",1,0
"3914","no","no",1,0
"3915","no","no",1,0
"3916","no","no",1,0
"3917","no","no",1,0
"3918","no","no",1,0
"3919","no","no",1,0
"3920","yes","no",1,0
"3921","yes","no",1,0
"3922","no","no",1,0
"3923","no","no",1,0
"3924","no","no",1,0
"3925","no","no",1,0
"3926","no","no",1,0
"3927","no","no",1,0
"3928","no","no",1,0
"3929","no","no",1,0
"3930","no","no",1,0
"3931","no","no",1,0
"3932","no","no",1,0
"3933","no","no",1,0
"3934","no","no",1,0
"3935","no","no",1,0
"3936","no","no",1,0
"3937","no","no",1,0
"3938","no","no",1,0
"3939","no","no",1,0
"3940","no","no",1,0
"3941","no","no",1,0
"3942","no","no",1,0
"3943","no","no",1,0
"3944","yes","no",1,0
"3945","no","no",1,0
"3946","yes","no",1,0
"3947","no","no",1,0
"3948","no","no",1,0
"3949","no","no",1,0
"3950","no","no",1,0
"3951","no","no",1,0
"3952","no","no",1,0
"3953","no","no",1,0
"3954","no","no",1,0
"3955","no","no",1,0
"3956","no","no",1,0
"3957","no","no",1,0
"3958","no","no",1,0
"3959","no","no",1,0
"3960","no","no",1,0
"3961","no","no",1,0
"3962","no","no",1,0
"3963","no","no",1,0
"3964","no","no",1,0
"3965","no","no",1,0
"3966","no","no",1,0
"3967","no","no",1,0
"3968","no","no",1,0
"3969","no","no",1,0
"3970","no","no",1,0
"3971","no","no",1,0
"3972","no","no",1,0
"3973","no","no",1,0
"3974","no","no",1,0
"3975","no","no",1,0
"3976","no","no",1,0
"3977","no","no",1,0
"3978","no","no",1,0
"3979","no","no",1,0
"3980","no","no",1,0
"3981","no","no",1,0
"3982","no","no",1,0
"3983","no","no",1,0
"3984","no","no",1,0
"3985","yes","no",1,0
"3986","no","no",1,0
"3987","no","no",1,0
"3988","no","no",1,0
"3989","no","no",1,0
"3990","no","no",1,0
"3991","yes","no",1,0
"3992","no","no",1,0
"3993","no","no",1,0
"3994","no","no",1,0
"3995","yes","no",1,0
"3996","no","yes",0,1
"3997","no","no",1,0
"3998","no","no",1,0
"3999","no","no",1,0
"4000","no","no",1,0
"4001","no","no",1,0
"4002","no","no",1,0
"4003","no","no",1,0
"4004","no","no",1,0
"4005","no","no",1,0
"4006","yes","no",1,0
"4007","no","no",1,0
"4008","no","no",1,0
"4009","no","no",1,0
"4010","no","no",1,0
"4011","no","no",1,0
"4012","no","no",1,0
"4013","no","no",1,0
"4014","no","no",1,0
"4015","no","no",1,0
"4016","no","no",1,0
"4017","no","no",1,0
"4018","no","no",1,0
"4019","no","no",1,0
"4020","no","no",1,0
"4021","no","no",1,0
"4022","yes","no",1,0
"4023","no","no",1,0
"4024","no","no",1,0
"4025","no","no",1,0
"4026","no","no",1,0
"4027","no","no",1,0
"4028","no","no",1,0
"4029","no","no",1,0
"4030","no","no",1,0
"4031","no","no",1,0
"4032","no","no",1,0
"4033","no","no",1,0
"4034","no","no",1,0
"4035","no","no",1,0
"4036","no","no",1,0
"4037","no","no",1,0
"4038","no","no",1,0
"4039","no","no",1,0
"4040","no","no",1,0
"4041","no","no",1,0
"4042","no","no",1,0
"4043","yes","no",1,0
"4044","no","no",1,0
"4045","no","no",1,0
"4046","no","no",1,0
"4047","no","no",1,0
"4048","no","no",1,0
"4049","no","no",1,0
"4050","no","no",1,0
"4051","no","no",1,0
"4052","no","no",1,0
"4053","no","no",1,0
"4054","no","no",1,0
"4055","no","no",1,0
"4056","no","no",1,0
"4057","no","no",1,0
"4058","no","no",1,0
"4059","no","no",1,0
"4060","no","no",1,0
"4061","no","no",1,0
"4062","no","no",1,0
"4063","no","no",1,0
"4064","no","no",1,0
"4065","no","no",1,0
"4066","yes","no",1,0
"4067","no","no",1,0
"4068","no","no",1,0
"4069","no","no",1,0
"4070","no","no",1,0
"4071","no","no",1,0
"4072","no","no",1,0
"4073","no","no",1,0
"4074","no","no",1,0
"4075","no","no",1,0
"4076","no","no",1,0
"4077","no","no",1,0
"4078","no","no",1,0
"4079","no","no",1,0
"4080","no","no",1,0
"4081","no","no",1,0
"4082","no","no",1,0
"4083","no","no",1,0
"4084","no","no",1,0
"4085","yes","no",1,0
"4086","no","no",1,0
"4087","yes","no",1,0
"4088","no","no",1,0
"4089","no","no",1,0
"4090","no","no",1,0
"4091","no","no",1,0
"4092","yes","no",1,0
"4093","no","no",1,0
"4094","no","no",1,0
"4095","no","no",1,0
"4096","no","no",1,0
"4097","no","no",1,0
"4098","no","no",1,0
"4099","no","no",1,0
"4100","no","no",1,0
"4101","no","no",1,0
"4102","no","no",1,0
"4103","no","no",1,0
"4104","no","no",1,0
"4105","no","no",1,0
"4106","no","no",1,0
"4107","no","no",1,0
"4108","yes","no",1,0
"4109","no","no",1,0
"4110","no","no",1,0
"4111","no","no",1,0
"4112","no","no",1,0
"4113","no","no",1,0
"4114","no","no",1,0
"4115","no","no",1,0
"4116","no","no",1,0
"4117","no","no",1,0
"4118","no","no",1,0
"4119","no","no",1,0
"4120","no","no",1,0
"4121","no","no",1,0
"4122","no","no",1,0
"4123","no","no",1,0
"4124","no","no",1,0
"4125","no","no",1,0
"4126","no","no",1,0
"4127","no","no",1,0
"4128","no","no",1,0
"4129","no","no",1,0
"4130","no","no",1,0
"4131","no","no",1,0
"4132","no","no",1,0
"4133","no","no",1,0
"4134","no","no",1,0
"4135","no","no",1,0
"4136","no","no",1,0
"4137","no","no",1,0
"4138","no","no",1,0
"4139","no","no",1,0
"4140","no","no",1,0
"4141","no","no",1,0
"4142","no","no",1,0
"4143","no","no",1,0
"4144","no","no",1,0
"4145","no","no",1,0
"4146","no","no",1,0
"4147","no","no",1,0
"4148","yes","no",1,0
"4149","no","no",1,0
"4150","no","no",1,0
"4151","no","no",1,0
"4152","no","no",1,0
"4153","no","no",1,0
"4154","yes","no",1,0
"4155","no","no",1,0
"4156","no","no",1,0
"4157","no","no",1,0
"4158","no","no",1,0
"4159","no","no",1,0
"4160","no","no",1,0
"4161","no","no",1,0
"4162","no","no",1,0
"4163","no","no",1,0
"4164","no","no",1,0
"4165","no","no",1,0
"4166","no","no",1,0
"4167","no","no",1,0
"4168","no","no",1,0
"4169","no","no",1,0
"4170","no","no",1,0
"4171","no","no",1,0
"4172","no","no",1,0
"4173","no","no",1,0
"4174","no","no",1,0
"4175","no","no",1,0
"4176","no","no",1,0
"4177","no","no",1,0
"4178","no","no",1,0
"4179","no","no",1,0
"4180","no","no",1,0
"4181","no","no",1,0
"4182","no","no",1,0
"4183","no","no",1,0
"4184","no","no",1,0
"4185","no","no",1,0
"4186","no","no",1,0
"4187","no","no",1,0
"4188","no","no",1,0
"4189","no","no",1,0
"4190","no","no",1,0
"4191","yes","no",1,0
"4192","no","no",1,0
"4193","no","no",1,0
"4194","no","no",1,0
"4195","no","no",1,0
"4196","no","no",1,0
"4197","no","no",1,0
"4198","no","no",1,0
"4199","no","no",1,0
"4200","no","no",1,0
"4201","no","no",1,0
"4202","no","no",1,0
"4203","no","no",1,0
"4204","no","no",1,0
"4205","no","no",1,0
"4206","no","no",1,0
"4207","no","no",1,0
"4208","no","no",1,0
"4209","no","no",1,0
"4210","no","no",1,0
"4211","no","no",1,0
"4212","no","no",1,0
"4213","yes","no",1,0
"4214","no","no",1,0
"4215","no","no",1,0
"4216","no","no",1,0
"4217","no","no",1,0
"4218","no","no",1,0
"4219","yes","no",1,0
"4220","no","no",1,0
"4221","no","no",1,0
"4222","no","no",1,0
"4223","no","no",1,0
"4224","no","no",1,0
"4225","no","no",1,0
"4226","no","no",1,0
"4227","no","no",1,0
"4228","no","no",1,0
"4229","no","no",1,0
"4230","no","no",1,0
"4231","no","no",1,0
"4232","no","no",1,0
"4233","no","no",1,0
"4234","no","no",1,0
"4235","no","no",1,0
"4236","no","no",1,0
"4237","no","no",1,0
"4238","no","no",1,0
"4239","no","no",1,0
"4240","no","no",1,0
"4241","no","no",1,0
"4242","no","no",1,0
"4243","no","no",1,0
"4244","no","no",1,0
"4245","no","no",1,0
"4246","no","no",1,0
"4247","no","no",1,0
"4248","no","no",1,0
"4249","no","no",1,0
"4250","no","no",1,0
