"","true","pred","no","yes"
"1885","no","no",0.962756432989481,0.0372435670105189
"1886","no","no",0.920827071132341,0.0791729288676589
"1887","no","no",0.926557420985256,0.0734425790147439
"1888","no","no",0.896300207009883,0.103699792990117
"1889","yes","no",0.946611593690475,0.0533884063095252
"1890","no","no",0.946363987495241,0.0536360125047596
"1891","no","no",0.84654288196088,0.15345711803912
"1892","no","no",0.887716078968164,0.112283921031836
"1893","no","no",0.924402934524417,0.0755970654755831
"1894","no","no",0.920978181549478,0.0790218184505217
"1895","no","no",0.894948299694035,0.105051700305964
"1896","no","no",0.936840246190705,0.063159753809295
"1897","no","no",0.853137467056297,0.146862532943703
"1898","no","no",0.938836533152506,0.061163466847494
"1899","no","no",0.810629296517607,0.189370703482394
"1900","no","no",0.890736084064073,0.109263915935926
"1901","no","no",0.879958772282112,0.120041227717888
"1902","no","no",0.939232339433735,0.0607676605662647
"1903","no","no",0.923932067982715,0.0760679320172848
"1904","no","no",0.889863204112585,0.110136795887415
"1905","no","no",0.905547057085512,0.0944529429144883
"1906","no","no",0.939091349464087,0.0609086505359129
"1907","no","no",0.853783934052041,0.146216065947959
"1908","no","no",0.866054282080417,0.133945717919583
"1909","no","no",0.899071533891539,0.100928466108461
"1910","no","no",0.885803945519791,0.11419605448021
"1911","no","no",0.854678613414789,0.145321386585211
"1912","no","no",0.875269635258827,0.124730364741173
"1913","no","no",0.790315701223231,0.209684298776769
"1914","no","no",0.869799906638798,0.130200093361202
"1915","yes","no",0.924416928682504,0.0755830713174961
"1916","no","no",0.840216829461213,0.159783170538787
"1917","no","no",0.904824135898105,0.0951758641018955
"1918","no","no",0.928930114369515,0.0710698856304851
"1919","no","no",0.902757403473684,0.0972425965263158
"1920","no","no",0.873210890564882,0.126789109435118
"1921","no","no",0.829873612167608,0.170126387832392
"1922","no","no",0.909005490225528,0.0909945097744718
"1923","no","no",0.868215760582052,0.131784239417948
"1924","no","no",0.903661894686696,0.0963381053133043
"1925","no","no",0.866115194467934,0.133884805532066
"1926","no","no",0.901870812686022,0.098129187313978
"1927","no","no",0.924422245757052,0.075577754242949
"1928","no","no",0.951287957201098,0.0487120427989019
"1929","no","no",0.942269184569461,0.0577308154305392
"1930","no","no",0.951360441578966,0.0486395584210344
"1931","no","no",0.81636461179876,0.18363538820124
"1932","no","no",0.823434828227997,0.176565171772004
"1933","no","no",0.854026397571434,0.145973602428566
"1934","no","no",0.877391253295242,0.122608746704758
"1935","no","no",0.930464763311998,0.0695352366880017
"1936","no","no",0.890098166075316,0.109901833924684
"1937","no","no",0.839776206294752,0.160223793705248
"1938","no","no",0.853361245140335,0.146638754859665
"1939","no","no",0.813801308216312,0.186198691783689
"1940","no","no",0.910184984538806,0.0898150154611938
"1941","no","no",0.818628961286547,0.181371038713452
"1942","no","no",0.915110082518331,0.0848899174816688
"1943","no","no",0.905536049931436,0.094463950068564
"1944","no","no",0.90867521976518,0.0913247802348201
"1945","no","no",0.818628961286547,0.181371038713452
"1946","no","no",0.898506785914962,0.101493214085038
"1947","no","no",0.936647535588327,0.0633524644116726
"1948","no","no",0.900894652511823,0.0991053474881772
"1949","no","no",0.870515259624314,0.129484740375686
"1950","no","no",0.846834224736293,0.153165775263707
"1951","no","no",0.825857345021103,0.174142654978898
"1952","no","no",0.876257804540344,0.123742195459656
"1953","no","no",0.819803325536685,0.180196674463315
"1954","no","no",0.815391331785738,0.184608668214261
"1955","no","no",0.675131436877586,0.324868563122415
"1956","no","no",0.944956897089246,0.055043102910754
"1957","no","no",0.924524786548575,0.0754752134514249
"1958","no","no",0.874543921915429,0.125456078084571
"1959","no","no",0.881855140824892,0.118144859175108
"1960","no","no",0.905517369037354,0.0944826309626458
"1961","no","no",0.878983692231635,0.121016307768364
"1962","no","no",0.903235079415843,0.0967649205841574
"1963","no","no",0.88649748632925,0.113502513670751
"1964","no","no",0.890750150078546,0.109249849921454
"1965","no","no",0.916383445876136,0.0836165541238636
"1966","no","no",0.90801331031306,0.0919866896869404
"1967","no","no",0.844516381482082,0.155483618517918
"1968","no","no",0.852991845058188,0.147008154941812
"1969","no","no",0.921898185934453,0.078101814065547
"1970","yes","no",0.840316667166312,0.159683332833688
"1971","no","no",0.874640043124337,0.125359956875663
"1972","no","no",0.931382781198067,0.0686172188019327
"1973","no","no",0.913252789727173,0.0867472102728273
"1974","no","no",0.903138572522128,0.0968614274778718
"1975","no","no",0.903445925419189,0.0965540745808112
"1976","no","no",0.902854092485929,0.0971459075140709
"1977","no","no",0.866350018546106,0.133649981453894
"1978","no","no",0.84862726953051,0.151372730469491
"1979","no","no",0.839482990227727,0.160517009772273
"1980","no","no",0.88283657315015,0.11716342684985
"1981","no","no",0.824233529234872,0.175766470765128
"1982","no","no",0.863496318480912,0.136503681519088
"1983","no","no",0.870276095107825,0.129723904892176
"1984","no","no",0.908735524029464,0.0912644759705354
"1985","no","no",0.871905274924585,0.128094725075416
"1986","no","no",0.927647525258647,0.0723524747413528
"1987","no","no",0.887196737188996,0.112803262811004
"1988","no","no",0.914740355245253,0.0852596447547474
"1989","no","no",0.864315527390637,0.135684472609364
"1990","yes","no",0.806286041359262,0.193713958640738
"1991","no","no",0.909263316962735,0.0907366830372655
"1992","no","no",0.907187073392483,0.0928129266075161
"1993","no","no",0.919718268698323,0.0802817313016772
"1994","no","no",0.912804441698807,0.0871955583011935
"1995","no","no",0.926899624107028,0.0731003758929717
"1996","no","no",0.85601411901644,0.14398588098356
"1997","no","no",0.89928406191693,0.100715938083071
"1998","no","no",0.899058326971698,0.100941673028302
"1999","no","no",0.914530935352533,0.085469064647467
"2000","no","no",0.812122341388761,0.187877658611239
"2001","no","no",0.929300049925941,0.0706999500740589
"2002","no","no",0.961349245557809,0.0386507544421912
"2003","no","no",0.908044111878929,0.0919558881210716
"2004","no","no",0.598085923096201,0.401914076903799
"2005","no","no",0.88937620839146,0.11062379160854
"2006","no","no",0.87150003427094,0.12849996572906
"2007","no","no",0.937212148158589,0.0627878518414115
"2008","no","no",0.894622086212468,0.105377913787532
"2009","no","no",0.900366152695531,0.0996338473044697
"2010","no","no",0.848000706380826,0.151999293619174
"2011","no","no",0.895471282836762,0.104528717163238
"2012","no","no",0.936615038580725,0.0633849614192745
"2013","no","no",0.923097427552315,0.0769025724476849
"2014","no","no",0.871806366158717,0.128193633841283
"2015","no","no",0.803509925798919,0.196490074201082
"2016","no","no",0.850536988292479,0.149463011707522
"2017","no","no",0.87811978143471,0.12188021856529
"2018","no","no",0.912465973861308,0.0875340261386914
"2019","no","no",0.914623675432339,0.0853763245676606
"2020","no","no",0.918921126022687,0.0810788739773126
"2021","no","no",0.928814267073929,0.0711857329260715
"2022","no","no",0.92808387234384,0.07191612765616
"2023","no","no",0.9263365942865,0.0736634057135
"2024","no","no",0.910553900623481,0.0894460993765196
"2025","no","no",0.921587513824965,0.0784124861750347
"2026","no","no",0.874440106720942,0.125559893279058
"2027","no","no",0.839293231763765,0.160706768236236
"2028","no","no",0.900776682608208,0.099223317391792
"2029","no","no",0.870749613522396,0.129250386477605
"2030","no","no",0.82387367713114,0.17612632286886
"2031","no","no",0.948243376513598,0.0517566234864024
"2032","no","no",0.879641328867202,0.120358671132798
"2033","no","no",0.886107328168025,0.113892671831975
"2034","no","no",0.904611773978386,0.0953882260216141
"2035","no","no",0.931422322123596,0.0685776778764038
"2036","no","no",0.89544546991407,0.104554530085929
"2037","no","no",0.776072207583686,0.223927792416314
"2038","no","no",0.892531395227262,0.107468604772738
"2039","no","no",0.913895039023476,0.0861049609765241
"2040","no","no",0.74808794244026,0.251912057559741
"2041","no","no",0.904307275873168,0.0956927241268323
"2042","no","no",0.911447781830131,0.0885522181698691
"2043","no","no",0.867402044444036,0.132597955555965
"2044","no","no",0.838592978980022,0.161407021019979
"2045","no","no",0.839592632819687,0.160407367180313
"2046","no","no",0.757686209264305,0.242313790735695
"2047","no","no",0.795848528765673,0.204151471234327
"2048","no","no",0.95016912554924,0.0498308744507602
"2049","no","no",0.923659759941057,0.0763402400589441
"2050","no","no",0.780092350688953,0.219907649311047
"2051","no","no",0.876061458830278,0.123938541169722
"2052","no","no",0.752688177460598,0.247311822539402
"2053","no","no",0.85278942691758,0.14721057308242
"2054","no","no",0.702928299173829,0.297071700826171
"2055","no","no",0.808223886903047,0.191776113096953
"2056","no","no",0.893645518818899,0.106354481181102
"2057","no","no",0.910509185997368,0.0894908140026329
"2058","no","no",0.891225696194179,0.108774303805821
"2059","no","no",0.893975153081212,0.106024846918788
"2060","no","no",0.803390419299172,0.196609580700828
"2061","no","no",0.940260410136059,0.0597395898639408
"2062","yes","no",0.923093561469605,0.0769064385303954
"2063","no","no",0.899407739556982,0.100592260443018
"2064","no","no",0.963603007869553,0.0363969921304469
"2065","no","no",0.775681612163385,0.224318387836615
"2066","no","no",0.953049396350617,0.0469506036493827
"2067","no","no",0.8992083361402,0.100791663859801
"2068","no","no",0.908557909563343,0.0914420904366575
"2069","no","no",0.914188938323842,0.0858110616761586
"2070","no","no",0.757686209264305,0.242313790735695
"2071","no","no",0.649572235435928,0.350427764564071
"2072","no","no",0.870669513549566,0.129330486450434
"2073","no","no",0.828969864351875,0.171030135648125
"2074","no","no",0.633762730010369,0.366237269989632
"2075","yes","no",0.87253149910274,0.12746850089726
"2076","no","no",0.933055474679581,0.0669445253204191
"2077","no","no",0.873128402352438,0.126871597647562
"2078","no","no",0.842954193852933,0.157045806147067
"2079","no","no",0.864233394868438,0.135766605131563
"2080","no","no",0.913462213668794,0.0865377863312058
"2081","no","no",0.909665134617154,0.0903348653828472
"2082","no","no",0.747641584069511,0.252358415930489
"2083","no","no",0.865093547292583,0.134906452707418
"2084","no","no",0.894857238104712,0.105142761895288
"2085","no","no",0.88753775177727,0.112462248222731
"2086","no","no",0.878952767316486,0.121047232683515
"2087","no","no",0.849646094261526,0.150353905738474
"2088","no","no",0.842126406807085,0.157873593192915
"2089","no","no",0.885991060871948,0.114008939128053
"2090","no","no",0.867976607396174,0.132023392603826
"2091","no","no",0.866942578840932,0.133057421159068
"2092","no","no",0.879806249210692,0.120193750789309
"2093","no","no",0.849588630176625,0.150411369823376
"2094","no","no",0.842555873825148,0.157444126174853
"2095","no","no",0.844695631915576,0.155304368084425
"2096","no","no",0.875391578097004,0.124608421902996
"2097","no","no",0.873095728401429,0.126904271598571
"2098","no","no",0.869841927142546,0.130158072857454
"2099","no","no",0.874466568184559,0.125533431815441
"2100","no","no",0.562373588116387,0.437626411883614
"2101","no","no",0.751540758439109,0.248459241560891
"2102","no","no",0.8960605038733,0.1039394961267
"2103","no","no",0.927623347891764,0.0723766521082361
"2104","no","no",0.848862612282728,0.151137387717272
"2105","no","no",0.816768200436442,0.183231799563558
"2106","no","no",0.82083820925484,0.17916179074516
"2107","no","no",0.803811659116664,0.196188340883336
"2108","no","no",0.87283995661272,0.12716004338728
"2109","no","no",0.913008461483515,0.0869915385164851
"2110","no","no",0.817477283531749,0.182522716468252
"2111","no","no",0.89983552650592,0.10016447349408
"2112","no","no",0.741793851773517,0.258206148226483
"2113","no","no",0.905867668555426,0.0941323314445742
"2114","no","no",0.900395311498678,0.0996046885013228
"2115","no","no",0.866203975740205,0.133796024259795
"2116","no","no",0.812535384693577,0.187464615306423
"2117","no","no",0.925279438699339,0.0747205613006611
"2118","no","no",0.890352745119267,0.109647254880734
"2119","no","no",0.68109101914696,0.31890898085304
"2120","yes","no",0.74393912286334,0.256060877136661
"2121","no","no",0.731940208508222,0.268059791491779
"2122","no","no",0.798993060188445,0.201006939811555
"2123","no","no",0.697585732620098,0.302414267379902
"2124","no","no",0.890046838265817,0.109953161734184
"2125","no","no",0.912946008859148,0.0870539911408532
"2126","no","no",0.930712670869796,0.0692873291302038
"2127","no","no",0.909928770014569,0.0900712299854313
"2128","no","no",0.940336523583852,0.0596634764161482
"2129","no","no",0.846479656693708,0.153520343306292
"2130","no","no",0.746232927291984,0.253767072708016
"2131","no","no",0.886351695513878,0.113648304486122
"2132","no","no",0.849973171967707,0.150026828032294
"2133","no","no",0.769780049478128,0.230219950521872
"2134","no","no",0.924623569258511,0.0753764307414892
"2135","no","no",0.804201831510211,0.19579816848979
"2136","no","no",0.886808757850173,0.113191242149827
"2137","no","no",0.795734007350296,0.204265992649704
"2138","no","no",0.89939629308545,0.100603706914551
"2139","no","no",0.927737170588849,0.0722628294111511
"2140","no","no",0.927928347398841,0.0720716526011593
"2141","no","no",0.820115717778273,0.179884282221727
"2142","no","no",0.828267977900413,0.171732022099587
"2143","no","no",0.89775676875268,0.10224323124732
"2144","no","no",0.887139995856788,0.112860004143212
"2145","no","no",0.828230846898834,0.171769153101166
"2146","no","no",0.754552792506405,0.245447207493595
"2147","no","no",0.855788498831315,0.144211501168684
"2148","no","no",0.827310266952365,0.172689733047636
"2149","no","no",0.86377757813568,0.13622242186432
"2150","no","no",0.839072964195548,0.160927035804452
"2151","no","no",0.804812610002631,0.19518738999737
"2152","no","no",0.897541357199783,0.102458642800217
"2153","no","no",0.891795024062473,0.108204975937527
"2154","no","no",0.754569513998823,0.245430486001177
"2155","no","no",0.928162116885663,0.0718378831143374
"2156","no","no",0.852847821706828,0.147152178293172
"2157","no","no",0.86381712814922,0.13618287185078
"2158","no","no",0.855280369311986,0.144719630688014
"2159","no","no",0.819174251939617,0.180825748060383
"2160","no","no",0.89508674782964,0.104913252170361
"2161","no","no",0.918141233226789,0.0818587667732112
"2162","no","no",0.893189574657064,0.106810425342937
"2163","no","no",0.861546115938972,0.138453884061028
"2164","no","no",0.899027821255988,0.100972178744013
"2165","no","no",0.911977491398805,0.0880225086011953
"2166","no","no",0.913548701365708,0.0864512986342915
"2167","no","no",0.924577501129791,0.0754224988702091
"2168","no","no",0.929126167298034,0.0708738327019657
"2169","no","no",0.843329533518872,0.156670466481129
"2170","no","no",0.822303682050057,0.177696317949944
"2171","no","no",0.881281172911567,0.118718827088433
"2172","no","no",0.812738670890234,0.187261329109766
"2173","no","no",0.581975277002575,0.418024722997425
"2174","no","no",0.83158591598475,0.16841408401525
"2175","no","no",0.790665260543241,0.209334739456759
"2176","no","no",0.627424310220677,0.372575689779323
"2177","no","no",0.812121309431323,0.187878690568677
"2178","no","no",0.868690087197363,0.131309912802637
"2179","no","no",0.803477081732259,0.196522918267742
"2180","no","no",0.806206140964708,0.193793859035291
"2181","no","no",0.778719994626195,0.221280005373805
"2182","no","no",0.793719815680989,0.206280184319011
"2183","no","no",0.842325272710395,0.157674727289605
"2184","no","no",0.840406676681446,0.159593323318554
"2185","no","no",0.783683976179651,0.216316023820349
"2186","no","no",0.784510981132158,0.215489018867842
"2187","no","no",0.830837810505932,0.169162189494068
"2188","no","no",0.826491560177218,0.173508439822782
"2189","no","no",0.872324675690053,0.127675324309947
"2190","no","no",0.763710770226964,0.236289229773037
"2191","no","no",0.745901406302169,0.25409859369783
"2192","no","no",0.791694613930635,0.208305386069365
"2193","no","no",0.802347242007767,0.197652757992233
"2194","no","no",0.769720228807508,0.230279771192491
"2195","no","no",0.818185888779896,0.181814111220104
"2196","no","no",0.858499950803414,0.141500049196586
"2197","yes","no",0.870816205187226,0.129183794812774
"2198","no","no",0.877687318674529,0.122312681325471
"2199","no","no",0.86682304354176,0.13317695645824
"2200","no","no",0.855128501080075,0.144871498919925
"2201","no","no",0.843825746641134,0.156174253358866
"2202","no","no",0.74983269433064,0.250167305669359
"2203","no","no",0.881696994059084,0.118303005940916
"2204","no","no",0.889528342270937,0.110471657729062
"2205","no","no",0.74488712529051,0.255112874709489
"2206","no","no",0.874478245464157,0.125521754535843
"2207","no","no",0.777007629656939,0.222992370343061
"2208","no","no",0.8115611223814,0.1884388776186
"2209","no","no",0.834560875038892,0.165439124961108
"2210","no","no",0.769843606112176,0.230156393887824
"2211","no","no",0.773544725462739,0.226455274537261
"2212","no","no",0.803556356138575,0.196443643861426
"2213","no","no",0.824669638304538,0.175330361695463
"2214","no","no",0.834714662845114,0.165285337154886
"2215","no","no",0.778423246718818,0.221576753281182
"2216","no","no",0.753712819635104,0.246287180364896
"2217","no","no",0.87488354052349,0.12511645947651
"2218","no","no",0.740855558767964,0.259144441232035
"2219","no","no",0.801278636029578,0.198721363970422
"2220","no","no",0.81718160028661,0.18281839971339
"2221","no","no",0.853309788566435,0.146690211433564
"2222","no","no",0.795158326072182,0.204841673927818
"2223","no","no",0.857765373749143,0.142234626250858
"2224","no","no",0.808425727735677,0.191574272264323
"2225","no","no",0.808425727735677,0.191574272264323
"2226","no","no",0.822566379985992,0.177433620014008
"2227","yes","no",0.861231910692361,0.138768089307639
"2228","no","no",0.836552137019031,0.163447862980969
"2229","no","no",0.792827347584441,0.207172652415558
"2230","no","no",0.759740530441474,0.240259469558525
"2231","no","no",0.79467939866393,0.20532060133607
"2232","no","no",0.805634146043568,0.194365853956432
"2233","no","no",0.758426298102993,0.241573701897008
"2234","no","no",0.83595861886112,0.16404138113888
"2235","no","no",0.812935989155557,0.187064010844443
"2236","no","no",0.785272993829934,0.214727006170066
"2237","no","no",0.809633583353799,0.190366416646201
"2238","no","no",0.774132679496366,0.225867320503634
"2239","no","no",0.788552267276834,0.211447732723166
"2240","no","no",0.737296064858751,0.262703935141249
"2241","no","no",0.816163586419967,0.183836413580033
"2242","no","no",0.873796307554581,0.126203692445419
"2243","no","no",0.830082545932095,0.169917454067905
"2244","no","no",0.792113589854104,0.207886410145896
"2245","yes","no",0.660911651062691,0.339088348937309
"2246","no","no",0.828078458495579,0.171921541504421
"2247","no","no",0.755992815953591,0.244007184046409
"2248","no","no",0.861554002212647,0.138445997787353
"2249","no","no",0.833053021574897,0.166946978425103
"2250","no","no",0.917633318249673,0.0823666817503275
"2251","no","no",0.907624895066784,0.0923751049332162
"2252","no","no",0.886559292805906,0.113440707194094
"2253","no","no",0.68328943005856,0.316710569941441
"2254","no","no",0.806858467142264,0.193141532857736
"2255","no","no",0.837378246601222,0.162621753398778
"2256","no","no",0.788255438491755,0.211744561508245
"2257","no","no",0.826711224392942,0.173288775607059
"2258","no","no",0.885357768451946,0.114642231548054
"2259","no","no",0.801192129552016,0.198807870447985
"2260","no","no",0.912679275595255,0.0873207244047452
"2261","no","no",0.860730932165321,0.139269067834679
"2262","no","no",0.806257815907477,0.193742184092523
"2263","no","no",0.805020465747678,0.194979534252322
"2264","no","no",0.887638958853495,0.112361041146504
"2265","no","no",0.840137547975461,0.159862452024539
"2266","no","no",0.749630327716337,0.250369672283662
"2267","no","no",0.820632830048327,0.179367169951673
"2268","no","no",0.747935152703175,0.252064847296825
"2269","no","no",0.753780013945917,0.246219986054083
"2270","no","no",0.834271390915743,0.165728609084257
"2271","no","no",0.839833401255621,0.160166598744379
"2272","no","no",0.80726100287646,0.192738997123541
"2273","no","no",0.748548966003308,0.251451033996692
"2274","no","no",0.831333635450919,0.168666364549082
"2275","yes","no",0.900395341833971,0.099604658166029
"2276","yes","no",0.790133443429989,0.209866556570011
"2277","no","no",0.801308785809634,0.198691214190366
"2278","no","no",0.888733182558788,0.111266817441212
"2279","no","no",0.7628145916044,0.2371854083956
"2280","no","no",0.811657794105333,0.188342205894667
"2281","no","no",0.786962165627535,0.213037834372465
"2282","no","no",0.893028938072211,0.106971061927789
"2283","no","no",0.848167330443962,0.151832669556039
"2284","no","no",0.783790610267193,0.216209389732807
"2285","no","no",0.852338308561685,0.147661691438315
"2286","no","no",0.835081303800413,0.164918696199587
"2287","no","no",0.687848863699794,0.312151136300207
"2288","no","no",0.864254784420389,0.135745215579611
"2289","no","no",0.673782577608391,0.32621742239161
"2290","no","no",0.761146670293359,0.238853329706641
"2291","no","no",0.839165006838122,0.160834993161878
"2292","no","no",0.935852077241157,0.0641479227588429
"2293","no","no",0.798233551107438,0.201766448892562
"2294","no","no",0.643081912089666,0.356918087910335
"2295","no","no",0.860514384881901,0.1394856151181
"2296","no","no",0.645738810810248,0.354261189189752
"2297","no","no",0.917897332169013,0.0821026678309878
"2298","no","no",0.872294152162625,0.127705847837375
"2299","no","no",0.802773766990186,0.197226233009814
"2300","no","no",0.910641810628695,0.089358189371305
"2301","no","no",0.906148153289625,0.0938518467103756
"2302","no","no",0.719318488451107,0.280681511548893
"2303","no","no",0.841752421936776,0.158247578063224
"2304","no","no",0.904467902449519,0.0955320975504817
"2305","no","no",0.889185676550171,0.110814323449829
"2306","no","no",0.930020085357345,0.069979914642655
"2307","no","no",0.907438829698842,0.0925611703011575
"2308","no","no",0.917688663287979,0.0823113367120206
"2309","no","no",0.850213566174367,0.149786433825633
"2310","no","no",0.920209652524621,0.0797903474753794
"2311","no","no",0.897142650490265,0.102857349509736
"2312","no","no",0.872071120781524,0.127928879218476
"2313","no","no",0.710965021516404,0.289034978483596
"2314","no","no",0.904415631484406,0.0955843685155944
"2315","no","no",0.8725641020535,0.1274358979465
"2316","no","no",0.868419350597183,0.131580649402817
"2317","no","no",0.818686288147396,0.181313711852603
"2318","no","no",0.836433929879696,0.163566070120304
"2319","no","no",0.877892736009779,0.122107263990221
"2320","no","no",0.881968174738713,0.118031825261288
"2321","no","no",0.836170540815171,0.16382945918483
"2322","no","no",0.903396968574716,0.0966030314252841
"2323","no","no",0.89157273743354,0.10842726256646
"2324","no","no",0.84064018296095,0.159359817039051
"2325","no","no",0.714386697080719,0.285613302919281
"2326","no","no",0.823932596840545,0.176067403159456
"2327","no","no",0.93531175297041,0.06468824702959
"2328","no","no",0.793867629684824,0.206132370315176
"2329","no","no",0.908775857159799,0.0912241428402014
"2330","no","no",0.86149842291164,0.13850157708836
"2331","no","no",0.901284603517049,0.0987153964829513
"2332","no","no",0.711539089753255,0.288460910246745
"2333","no","no",0.86476068767635,0.13523931232365
"2334","no","no",0.927598806645522,0.0724011933544781
"2335","no","no",0.836393155766354,0.163606844233646
"2336","no","no",0.843472893270882,0.156527106729118
"2337","no","no",0.928498274439508,0.0715017255604924
"2338","no","no",0.941463736220253,0.0585362637797481
"2339","no","no",0.765004586807887,0.234995413192114
"2340","no","no",0.735879719020229,0.264120280979771
"2341","no","no",0.820313340201949,0.179686659798051
"2342","no","no",0.915073489682012,0.0849265103179879
"2343","no","no",0.922488104875046,0.0775118951249543
"2344","no","no",0.776722765079762,0.223277234920238
"2345","no","no",0.761181775304509,0.23881822469549
"2346","no","no",0.822433177885911,0.17756682211409
"2347","no","no",0.80643921641088,0.19356078358912
"2348","no","no",0.845308347143019,0.154691652856982
"2349","no","no",0.883803020772469,0.116196979227531
"2350","no","no",0.9386460384331,0.0613539615669002
"2351","no","no",0.922208129155897,0.0777918708441023
"2352","no","no",0.894230837408145,0.105769162591856
"2353","no","no",0.841509075332403,0.158490924667597
"2354","no","no",0.812788992782597,0.187211007217403
"2355","yes","no",0.784671555381399,0.215328444618601
"2356","no","no",0.885120027302448,0.114879972697552
"2357","no","no",0.767324952988536,0.232675047011464
"2358","no","no",0.821210216920727,0.178789783079273
"2359","no","no",0.865479030496577,0.134520969503423
"2360","no","no",0.850516100540091,0.149483899459909
"2361","no","no",0.869944905051357,0.130055094948644
"2362","no","no",0.736098099728304,0.263901900271696
"2363","no","no",0.910458309072702,0.0895416909272983
"2364","yes","no",0.90284901250226,0.0971509874977399
"2365","no","no",0.609885750688326,0.390114249311675
"2366","no","no",0.865819127233424,0.134180872766576
"2367","no","no",0.90265747885951,0.0973425211404903
"2368","no","no",0.910703130581216,0.0892968694187839
"2369","no","no",0.926112885319133,0.0738871146808661
"2370","no","no",0.894075363313668,0.105924636686332
"2371","no","no",0.768357866888768,0.231642133111232
"2372","no","no",0.916588499716626,0.0834115002833739
"2373","no","no",0.787924987111502,0.212075012888499
"2374","no","no",0.905342375301328,0.0946576246986717
"2375","no","no",0.908132636491724,0.0918673635082756
"2376","no","no",0.915303577310678,0.0846964226893224
"2377","no","no",0.894135084173316,0.105864915826684
"2378","no","no",0.781110497766553,0.218889502233447
"2379","no","no",0.899826487683826,0.100173512316174
"2380","no","no",0.864957780591516,0.135042219408483
"2381","no","no",0.909417082389219,0.0905829176107815
"2382","no","no",0.865726934507299,0.134273065492701
"2383","no","no",0.893621428286222,0.106378571713778
"2384","no","no",0.861614822429583,0.138385177570417
"2385","no","no",0.918117074774372,0.0818829252256279
"2386","no","no",0.854066727186263,0.145933272813737
"2387","no","no",0.762220077678212,0.237779922321789
"2388","no","no",0.638105519549443,0.361894480450556
"2389","no","no",0.770953436974867,0.229046563025134
"2390","no","no",0.969257485725711,0.0307425142742895
"2391","no","no",0.857999271518615,0.142000728481385
"2392","no","no",0.940278932312941,0.0597210676870592
"2393","no","no",0.865599385695509,0.134400614304491
"2394","no","no",0.889243202684934,0.110756797315066
"2395","no","no",0.853036267207143,0.146963732792857
"2396","no","no",0.933034149217935,0.0669658507820653
"2397","no","no",0.887043373998053,0.112956626001948
"2398","no","no",0.950076852894935,0.0499231471050656
"2399","no","no",0.920366980756818,0.0796330192431822
"2400","no","no",0.846195030304489,0.153804969695512
"2401","no","no",0.79808423979368,0.201915760206321
"2402","no","no",0.920473529829078,0.0795264701709223
"2403","no","no",0.944471158620804,0.0555288413791962
"2404","no","no",0.867168252089539,0.132831747910461
"2405","no","no",0.895237830649726,0.104762169350275
"2406","no","no",0.897339542854525,0.102660457145476
"2407","yes","no",0.756448723849657,0.243551276150343
"2408","no","no",0.953345237999785,0.0466547620002154
"2409","no","no",0.872788815882184,0.127211184117816
"2410","no","no",0.920960063257573,0.079039936742427
"2411","no","no",0.82307631605112,0.17692368394888
"2412","no","no",0.881969662717903,0.118030337282097
"2413","no","no",0.933110837510964,0.0668891624890363
"2414","no","no",0.831074974613225,0.168925025386775
"2415","no","no",0.828731904097266,0.171268095902735
"2416","no","no",0.940999728666987,0.0590002713330132
"2417","no","no",0.821864390818256,0.178135609181744
"2418","no","no",0.834450089785827,0.165549910214174
"2419","no","no",0.826292847497375,0.173707152502626
"2420","no","no",0.931157303363699,0.0688426966363007
"2421","no","no",0.961307656879082,0.0386923431209185
"2422","no","no",0.829532311286723,0.170467688713277
"2423","no","no",0.860199817612593,0.139800182387407
"2424","no","no",0.924270971641867,0.0757290283581337
"2425","no","no",0.840787869587217,0.159212130412783
"2426","no","no",0.892194872420271,0.10780512757973
"2427","no","no",0.914980395966929,0.0850196040330716
"2428","no","no",0.913582250830924,0.0864177491690768
"2429","no","no",0.906124300825279,0.0938756991747214
"2430","no","no",0.797765358904404,0.202234641095596
"2431","no","no",0.949903921223534,0.0500960787764665
"2432","yes","no",0.734991586484504,0.265008413515497
"2433","no","no",0.945550256356603,0.054449743643397
"2434","no","no",0.881221099706008,0.118778900293993
"2435","yes","no",0.889353961266511,0.110646038733489
"2436","no","no",0.936305941462334,0.0636940585376658
"2437","no","no",0.884602480959598,0.115397519040402
"2438","no","no",0.848798382030732,0.151201617969269
"2439","no","no",0.890734586106115,0.109265413893885
"2440","no","no",0.840152973967026,0.159847026032975
"2441","no","no",0.792459937306362,0.207540062693639
"2442","yes","no",0.90153058351851,0.0984694164814906
"2443","no","no",0.923788246360332,0.0762117536396682
"2444","no","no",0.906652092582377,0.0933479074176226
"2445","no","no",0.892599591865104,0.107400408134896
"2446","no","no",0.820161062826056,0.179838937173945
"2447","no","no",0.85354033015352,0.146459669846481
"2448","no","no",0.915580384442744,0.0844196155572556
"2449","no","no",0.916718693299582,0.0832813067004182
"2450","no","no",0.928008322033585,0.0719916779664148
"2451","no","no",0.886101714273433,0.113898285726567
"2452","no","no",0.873522019314558,0.126477980685443
"2453","no","no",0.803948633379326,0.196051366620674
"2454","no","no",0.945778445263819,0.0542215547361811
"2455","no","no",0.93097001833682,0.0690299816631806
"2456","no","no",0.917063421536042,0.0829365784639584
"2457","yes","no",0.907141711689094,0.0928582883109058
"2458","no","no",0.800707251845831,0.199292748154169
"2459","no","no",0.834745848077116,0.165254151922885
