"","y.act","y.pred","no","yes"
"936","no","no",0.813922855446619,0.186077144553382
"937","no","no",0.7659394689878,0.2340605310122
"938","no","no",0.857546181378609,0.142453818621391
"939","no","no",0.765938120772739,0.234061879227261
"940","no","no",0.805608300840748,0.194391699159252
"941","no","no",0.765358219469189,0.234641780530811
"942","no","no",0.845316723594923,0.154683276405078
"943","no","no",0.817034496195295,0.182965503804706
"944","no","no",0.865689598161399,0.134310401838602
"945","no","no",0.86795261529043,0.13204738470957
"946","no","no",0.884308387614095,0.115691612385906
"947","no","no",0.848674003608643,0.151325996391358
"948","no","no",0.77922321899858,0.220776781001421
"949","yes","no",0.890427759372136,0.109572240627865
"950","no","no",0.884745787975465,0.115254212024535
"951","no","no",0.843869138901584,0.156130861098416
"952","no","no",0.825969310489488,0.174030689510511
"953","no","no",0.699780545056783,0.300219454943217
"954","no","no",0.828907290363059,0.171092709636941
"955","no","no",0.837859598349941,0.162140401650059
"956","no","no",0.713460513716515,0.286539486283484
"957","no","no",0.765358219469189,0.234641780530811
"958","no","no",0.797082309979506,0.202917690020494
"959","no","no",0.766169626430193,0.233830373569807
"960","no","no",0.881014199323688,0.118985800676313
"961","no","no",0.815723318724526,0.184276681275475
"962","no","no",0.739081840941402,0.260918159058599
"963","no","no",0.737128868611637,0.262871131388363
"964","no","no",0.767278848404155,0.232721151595846
"965","no","no",0.883586934107192,0.116413065892809
"966","yes","no",0.768326761857959,0.231673238142041
"967","no","no",0.821289178498001,0.178710821501999
"968","no","no",0.752299740199329,0.247700259800672
"969","no","no",0.858494295028229,0.141505704971771
"970","no","no",0.881021132409766,0.118978867590235
"971","no","no",0.844033775425778,0.155966224574222
"972","no","no",0.817615212951375,0.182384787048625
"973","no","no",0.77118874551209,0.228811254487911
"974","no","no",0.752071894810516,0.247928105189484
"975","no","no",0.76588051577248,0.23411948422752
"976","no","no",0.813212373308969,0.186787626691031
"977","no","no",0.813943673695147,0.186056326304853
"978","no","no",0.763854821555361,0.236145178444639
"979","no","no",0.813591152737611,0.18640884726239
"980","no","no",0.841134497684514,0.158865502315486
"981","no","no",0.817524124942511,0.18247587505749
"982","no","no",0.817361431421025,0.182638568578975
"983","no","no",0.765200995572379,0.234799004427621
"984","no","no",0.768692701630523,0.231307298369477
"985","no","no",0.781775330920663,0.218224669079338
"986","no","no",0.854580907005315,0.145419092994685
"987","no","no",0.750588965872132,0.249411034127869
"988","no","no",0.8727235723031,0.127276427696901
"989","no","no",0.815732129478325,0.184267870521676
"990","no","no",0.838009942118836,0.161990057881164
"991","no","no",0.821594368395914,0.178405631604086
"992","no","no",0.773905084176607,0.226094915823393
"993","no","no",0.836501621035257,0.163498378964743
"994","no","no",0.830425923333815,0.169574076666185
"995","no","no",0.824378171724011,0.175621828275989
"996","no","no",0.69607791488236,0.30392208511764
"997","no","no",0.858371337821778,0.141628662178223
"998","yes","no",0.822372019986702,0.177627980013298
"999","no","no",0.787661113708579,0.212338886291421
"1000","no","no",0.768264693147669,0.231735306852331
"1001","no","no",0.670416807451884,0.329583192548116
"1002","no","no",0.769182731532267,0.230817268467733
"1003","no","no",0.833580352962099,0.166419647037902
"1004","no","no",0.853969455361771,0.146030544638229
"1005","no","no",0.830311104493135,0.169688895506865
"1006","no","no",0.773117878233657,0.226882121766344
"1007","no","no",0.798211613168821,0.20178838683118
"1008","no","no",0.735449707618568,0.264550292381433
"1009","no","no",0.847723683946461,0.152276316053539
"1010","no","no",0.794809840397769,0.205190159602231
"1011","no","no",0.754508776501179,0.245491223498821
"1012","no","no",0.756209686900522,0.243790313099478
"1013","no","no",0.812581908946918,0.187418091053082
"1014","no","no",0.830077542012815,0.169922457987186
"1015","no","no",0.829018335821953,0.170981664178047
"1016","no","no",0.797071355014992,0.202928644985008
"1017","no","no",0.849272340273267,0.150727659726732
"1018","no","no",0.885988311435587,0.114011688564414
"1019","no","no",0.811643347274181,0.188356652725819
"1020","no","no",0.828427425547877,0.171572574452124
"1021","no","no",0.861851488952847,0.138148511047154
"1022","no","no",0.903896689372608,0.0961033106273921
"1023","no","no",0.780003778656203,0.219996221343797
"1024","yes","no",0.808267278068492,0.191732721931507
"1025","no","no",0.790608148941874,0.209391851058126
"1026","no","no",0.848889275187105,0.151110724812895
"1027","no","no",0.842525727686309,0.157474272313692
"1028","no","no",0.840285610031503,0.159714389968497
"1029","no","no",0.706594014556023,0.293405985443977
"1030","no","no",0.763854821555361,0.236145178444639
"1031","no","no",0.769857910449897,0.230142089550103
"1032","no","no",0.830395354873088,0.169604645126911
"1033","no","no",0.713099294935635,0.286900705064365
"1034","no","no",0.758293213781272,0.241706786218729
"1035","no","no",0.800102785914613,0.199897214085387
"1036","no","no",0.756069957624181,0.243930042375819
"1037","no","no",0.789003948041639,0.210996051958362
"1038","no","no",0.754365032757623,0.245634967242377
"1039","no","no",0.856584158439674,0.143415841560326
"1040","no","no",0.852720079107042,0.147279920892959
"1041","no","no",0.772809449367094,0.227190550632907
"1042","yes","no",0.818937048136608,0.181062951863392
"1043","no","no",0.830899106025869,0.169100893974131
"1044","yes","no",0.80693441295777,0.193065587042229
"1045","no","no",0.684918387366894,0.315081612633106
"1046","no","no",0.70671215849356,0.293287841506441
"1047","no","no",0.787738077521248,0.212261922478752
"1048","no","no",0.74887146468341,0.25112853531659
"1049","no","no",0.839721669292676,0.160278330707324
"1050","no","no",0.760838722893045,0.239161277106956
"1051","no","no",0.773083589559782,0.226916410440219
"1052","no","no",0.725560307867506,0.274439692132495
"1053","no","no",0.855871579889682,0.144128420110319
"1054","no","no",0.725862708078171,0.274137291921829
"1055","no","no",0.749095269478104,0.250904730521896
"1056","no","no",0.807069371595213,0.192930628404787
"1057","no","no",0.79692507190937,0.203074928090629
"1058","no","no",0.802435093949376,0.197564906050625
"1059","no","no",0.802855517786065,0.197144482213936
"1060","no","no",0.754894885320396,0.245105114679604
"1061","no","no",0.802310854797361,0.197689145202638
"1062","yes","no",0.795933183040476,0.204066816959525
"1063","no","no",0.761864302502408,0.238135697497591
"1064","no","no",0.831532605570122,0.168467394429878
"1065","no","no",0.830899106025869,0.169100893974131
"1066","no","no",0.858994265880268,0.141005734119732
"1067","no","no",0.758482069997267,0.241517930002733
"1068","no","no",0.745535786245568,0.254464213754434
"1069","no","no",0.825852331964599,0.174147668035401
"1070","no","no",0.825349365858285,0.174650634141715
"1071","no","no",0.739576333590168,0.260423666409832
"1072","no","no",0.733875047319431,0.266124952680568
"1073","no","no",0.807095222891357,0.192904777108642
"1074","no","no",0.723607698411201,0.276392301588799
"1075","no","no",0.826314880549293,0.173685119450707
"1076","no","no",0.764597730319601,0.235402269680399
"1077","no","no",0.750896182764288,0.249103817235712
"1078","no","no",0.717450729113049,0.282549270886952
"1079","no","no",0.821400248594611,0.178599751405389
"1080","no","no",0.804070591283105,0.195929408716895
"1081","no","no",0.828271421156925,0.171728578843076
"1082","no","no",0.819941937698422,0.180058062301578
"1083","no","no",0.782091802247195,0.217908197752805
"1084","no","no",0.85166871490545,0.14833128509455
"1085","no","no",0.763615781009186,0.236384218990815
"1086","no","no",0.696704202934732,0.303295797065269
"1087","no","no",0.804070591283105,0.195929408716895
"1088","yes","no",0.817207803030028,0.182792196969972
"1089","no","no",0.730405517919834,0.269594482080167
"1090","no","no",0.832230545408552,0.167769454591449
"1091","no","no",0.812357791582916,0.187642208417085
"1092","no","no",0.761833855327007,0.238166144672993
"1093","no","no",0.786651189840819,0.213348810159181
"1094","no","no",0.788099804460009,0.211900195539992
"1095","no","no",0.768184214742365,0.231815785257635
"1096","no","no",0.726996407084324,0.273003592915677
"1097","no","no",0.836873802409957,0.163126197590043
"1098","no","no",0.769313247877124,0.230686752122876
"1099","no","no",0.748920266745782,0.251079733254219
"1100","no","no",0.804203579918451,0.195796420081549
"1101","no","no",0.789170790872884,0.210829209127117
"1102","yes","no",0.73712515427511,0.262874845724889
"1103","no","no",0.772809449367094,0.227190550632907
"1104","no","no",0.795695242653401,0.204304757346598
"1105","no","no",0.777078870277289,0.222921129722712
"1106","no","no",0.729821708378609,0.270178291621391
"1107","no","no",0.831180511526934,0.168819488473066
"1108","no","no",0.759991289091427,0.240008710908574
"1109","no","no",0.830899106025869,0.169100893974131
"1110","no","no",0.833524232552688,0.166475767447313
"1111","no","no",0.745741648078374,0.254258351921626
"1112","no","no",0.826877557048913,0.173122442951087
"1113","no","no",0.84190280833104,0.15809719166896
"1114","no","no",0.789147471415515,0.210852528584485
"1115","no","no",0.648046595422737,0.351953404577263
"1116","no","no",0.775293171197673,0.224706828802328
"1117","no","no",0.703638631631753,0.296361368368248
"1118","no","no",0.723927254403573,0.276072745596426
"1119","no","no",0.758429012493623,0.241570987506377
"1120","no","no",0.777725071995927,0.222274928004074
"1121","no","no",0.776878164428306,0.223121835571695
"1122","no","no",0.8205706691369,0.1794293308631
"1123","no","no",0.779122738442337,0.220877261557663
"1124","no","no",0.852720079107042,0.147279920892959
"1125","no","no",0.754384092035824,0.245615907964176
"1126","no","no",0.787964875814797,0.212035124185203
"1127","no","no",0.790758607788929,0.209241392211071
"1128","no","no",0.732096832725468,0.267903167274532
"1129","no","no",0.752809881884406,0.247190118115594
"1130","no","no",0.834837832747243,0.165162167252757
"1131","no","no",0.815888691621852,0.184111308378148
"1132","no","no",0.836197672794784,0.163802327205216
"1133","no","no",0.819275476146283,0.180724523853718
"1134","no","no",0.825386438240242,0.174613561759758
"1135","no","no",0.778940850006158,0.221059149993843
"1136","no","no",0.786392169051846,0.213607830948154
"1137","no","no",0.76198670453383,0.238013295466171
"1138","no","no",0.775192626264957,0.224807373735043
"1139","no","no",0.818627962340387,0.181372037659613
"1140","no","no",0.860092454964965,0.139907545035035
"1141","no","no",0.819197756475245,0.180802243524756
"1142","no","no",0.840636056432514,0.159363943567486
"1143","no","no",0.878408286378212,0.121591713621788
"1144","no","no",0.79803047281412,0.20196952718588
"1145","no","no",0.828135371131212,0.171864628868788
"1146","no","no",0.840231049036422,0.159768950963578
"1147","no","no",0.824218974664336,0.175781025335665
"1148","no","no",0.802408696418601,0.197591303581399
"1149","yes","no",0.874111831873149,0.125888168126851
"1150","no","no",0.876081234665232,0.123918765334768
"1151","no","no",0.809682299415219,0.190317700584781
"1152","no","no",0.798362510503555,0.201637489496445
"1153","no","no",0.782971030689644,0.217028969310357
"1154","no","no",0.877075063911887,0.122924936088112
"1155","no","no",0.886334423568235,0.113665576431764
"1156","no","no",0.839428302299491,0.16057169770051
"1157","no","no",0.814064452532103,0.185935547467898
"1158","no","no",0.769355409697186,0.230644590302814
"1159","no","no",0.874111831873149,0.125888168126851
"1160","no","no",0.889155311732201,0.110844688267799
"1161","no","no",0.870508568376252,0.129491431623749
"1162","no","no",0.901322324758255,0.0986776752417443
"1163","yes","no",0.740581895063603,0.259418104936397
"1164","no","no",0.882473509462347,0.117526490537653
"1165","no","no",0.861339633507834,0.138660366492166
"1166","no","no",0.784325556831634,0.215674443168366
"1167","no","no",0.868265201841851,0.13173479815815
"1168","no","no",0.880035074378503,0.119964925621497
"1169","no","no",0.876700460274335,0.123299539725665
"1170","no","no",0.794585321888794,0.205414678111206
"1171","no","no",0.819933480271751,0.180066519728249
"1172","no","no",0.855263784459306,0.144736215540694
"1173","no","no",0.805372291502038,0.194627708497963
"1174","no","no",0.846678053596766,0.153321946403234
"1175","no","no",0.860307372311898,0.139692627688103
"1176","no","no",0.844008275559274,0.155991724440727
"1177","no","no",0.799483742247847,0.200516257752153
"1178","no","no",0.845192321641032,0.154807678358968
"1179","no","no",0.875686427600311,0.124313572399689
"1180","no","no",0.857726089713934,0.142273910286065
"1181","no","no",0.810797889395147,0.189202110604852
"1182","no","no",0.871601877909366,0.128398122090635
"1183","no","no",0.878748951167173,0.121251048832827
"1184","no","no",0.883289503454355,0.116710496545645
"1185","no","no",0.846495801084255,0.153504198915745
"1186","no","no",0.786479539978359,0.213520460021641
"1187","no","no",0.874669895338491,0.12533010466151
"1188","no","no",0.889780331485933,0.110219668514068
"1189","no","no",0.889825641999592,0.110174358000409
"1190","no","no",0.862680632600311,0.137319367399689
"1191","yes","no",0.840724042446104,0.159275957553896
"1192","no","no",0.827639350354053,0.172360649645947
"1193","no","no",0.876700460274335,0.123299539725665
"1194","no","no",0.87049272083426,0.12950727916574
"1195","no","no",0.845633403968558,0.154366596031443
"1196","no","no",0.845837154006649,0.154162845993351
"1197","no","no",0.906059738767562,0.0939402612324393
"1198","no","no",0.787339712427997,0.212660287572003
"1199","no","no",0.857399302561533,0.142600697438468
"1200","no","no",0.798109914443511,0.201890085556489
"1201","no","no",0.863861189931794,0.136138810068206
"1202","no","no",0.863824625871042,0.136175374128958
"1203","no","no",0.817780184997415,0.182219815002585
"1204","no","no",0.835844523676508,0.164155476323493
"1205","no","no",0.845312043229287,0.154687956770713
"1206","no","no",0.877857418910639,0.12214258108936
"1207","no","no",0.860790048020049,0.139209951979952
"1208","no","no",0.851743622429189,0.148256377570812
"1209","no","no",0.84049483594263,0.15950516405737
"1210","no","no",0.849197748617765,0.150802251382235
"1211","no","no",0.878585263452657,0.121414736547343
"1212","no","no",0.824620070626077,0.175379929373923
"1213","no","no",0.873684377726011,0.126315622273989
"1214","no","no",0.88651218228307,0.11348781771693
"1215","yes","no",0.824575609218719,0.175424390781281
"1216","no","no",0.823886634176332,0.176113365823668
"1217","no","no",0.837252890838145,0.162747109161855
"1218","no","no",0.852864754585608,0.147135245414392
"1219","no","no",0.844008275559274,0.155991724440727
"1220","no","no",0.788779880336568,0.211220119663431
"1221","no","no",0.813907121238461,0.186092878761539
"1222","no","no",0.829398072510685,0.170601927489315
"1223","no","no",0.82009868312606,0.179901316873941
"1224","no","no",0.86630416347021,0.13369583652979
"1225","no","no",0.884946625715771,0.115053374284229
"1226","no","no",0.799809521496684,0.200190478503315
"1227","no","no",0.818043274878121,0.18195672512188
"1228","yes","no",0.899765457537914,0.100234542462086
"1229","no","no",0.758877516634035,0.241122483365966
"1230","no","no",0.71974784474657,0.28025215525343
"1231","no","no",0.854721132603865,0.145278867396135
"1232","no","no",0.801321461902144,0.198678538097856
"1233","no","no",0.854202297901043,0.145797702098958
"1234","no","no",0.798956032169767,0.201043967830233
"1235","no","no",0.813226730784135,0.186773269215864
"1236","no","no",0.79803047281412,0.20196952718588
"1237","no","no",0.785883768004836,0.214116231995164
"1238","no","no",0.86338847558875,0.13661152441125
"1239","no","no",0.863146034632496,0.136853965367504
"1240","no","no",0.881305991022039,0.118694008977961
"1241","no","no",0.769056784156584,0.230943215843416
"1242","no","no",0.81310953682223,0.18689046317777
"1243","no","no",0.824575609218719,0.175424390781281
"1244","no","no",0.808463839402898,0.191536160597103
"1245","no","no",0.792668824063352,0.207331175936648
"1246","no","no",0.817534322222665,0.182465677777336
"1247","no","no",0.771552293589096,0.228447706410904
"1248","no","no",0.860307372311898,0.139692627688103
"1249","no","no",0.819277443426301,0.1807225565737
"1250","no","no",0.874265655871186,0.125734344128815
"1251","no","no",0.82042530118911,0.179574698810891
"1252","no","no",0.837930338225128,0.162069661774872
"1253","no","no",0.825930744386039,0.174069255613961
"1254","no","no",0.857724602229548,0.142275397770452
"1255","no","no",0.838701322590761,0.16129867740924
"1256","no","no",0.823706122972541,0.176293877027459
"1257","no","no",0.781539952579447,0.218460047420553
"1258","no","no",0.86902520059347,0.130974799406531
"1259","no","no",0.824553666154685,0.175446333845316
"1260","no","no",0.886069847879904,0.113930152120095
"1261","no","no",0.821898494741306,0.178101505258694
"1262","no","no",0.851298719172127,0.148701280827874
"1263","no","no",0.858896077479162,0.141103922520838
"1264","no","no",0.839970889791006,0.160029110208995
"1265","no","no",0.86686678525355,0.133133214746451
"1266","no","no",0.86686678525355,0.133133214746451
"1267","no","no",0.843792980314264,0.156207019685737
"1268","no","no",0.852928394164632,0.147071605835368
"1269","no","no",0.874734324973793,0.125265675026208
"1270","no","no",0.870016333307829,0.129983666692171
"1271","no","no",0.839614924906185,0.160385075093815
"1272","no","no",0.742505347015492,0.257494652984508
"1273","no","no",0.846219632887453,0.153780367112548
"1274","no","no",0.882529981406664,0.117470018593337
"1275","no","no",0.862482790230633,0.137517209769368
"1276","no","no",0.835575318297233,0.164424681702768
"1277","no","no",0.770328789803365,0.229671210196635
"1278","no","no",0.864061904001472,0.135938095998528
"1279","no","no",0.820187244129671,0.17981275587033
"1280","no","no",0.722303569024673,0.277696430975328
"1281","no","no",0.828800969050454,0.171199030949546
"1282","no","no",0.885084709621484,0.114915290378517
"1283","no","no",0.858441967548326,0.141558032451674
"1284","no","no",0.843792980314264,0.156207019685737
"1285","no","no",0.867212743123881,0.132787256876119
"1286","no","no",0.825309666294503,0.174690333705498
"1287","no","no",0.867666718407963,0.132333281592037
"1288","no","no",0.903611402371334,0.0963885976286662
"1289","no","no",0.839137948045681,0.160862051954319
"1290","no","no",0.850596159393904,0.149403840606095
"1291","no","no",0.833757088195392,0.166242911804609
"1292","no","no",0.844209376049741,0.15579062395026
"1293","no","no",0.878707159011396,0.121292840988605
"1294","no","no",0.887595022545146,0.112404977454854
"1295","no","no",0.799446891484673,0.200553108515327
"1296","no","no",0.857932757127866,0.142067242872134
"1297","no","no",0.870673272215865,0.129326727784135
"1298","no","no",0.864211174068245,0.135788825931755
"1299","no","no",0.834157416992697,0.165842583007303
"1300","no","no",0.87447930055891,0.125520699441091
"1301","no","no",0.867256987510437,0.132743012489563
"1302","no","no",0.831762527346649,0.168237472653351
"1303","no","no",0.846567899458836,0.153432100541165
"1304","no","no",0.884843470630735,0.115156529369266
"1305","no","no",0.823333486542013,0.176666513457987
"1306","no","no",0.859987681568969,0.140012318431031
"1307","no","no",0.835055886947726,0.164944113052274
"1308","no","no",0.777515593619738,0.222484406380262
"1309","no","no",0.828800969050454,0.171199030949546
"1310","no","no",0.90995522927592,0.0900447707240796
"1311","no","no",0.77973806391774,0.22026193608226
"1312","no","no",0.797914621038189,0.202085378961811
"1313","no","no",0.908575300460131,0.0914246995398683
"1314","no","no",0.80108703797579,0.19891296202421
"1315","no","no",0.866804463881527,0.133195536118474
"1316","no","no",0.871760412052113,0.128239587947887
"1317","no","no",0.796436633783609,0.203563366216391
"1318","no","no",0.874642536566731,0.125357463433269
"1319","no","no",0.891100818276121,0.108899181723879
"1320","no","no",0.860863285305619,0.139136714694381
"1321","no","no",0.863099644745182,0.136900355254818
"1322","no","no",0.865267566962932,0.134732433037068
"1323","no","no",0.720420063971268,0.279579936028732
"1324","yes","no",0.791236386320376,0.208763613679624
"1325","no","no",0.87447930055891,0.125520699441091
"1326","no","no",0.770875273961549,0.229124726038452
"1327","no","no",0.86072864195357,0.13927135804643
"1328","no","no",0.871760412052113,0.128239587947887
"1329","no","no",0.869212549101576,0.130787450898424
"1330","no","no",0.872445699725789,0.127554300274211
"1331","no","no",0.839614924906185,0.160385075093815
"1332","no","no",0.848224122643425,0.151775877356575
"1333","no","no",0.817829200576862,0.182170799423139
"1334","no","no",0.87270881260437,0.127291187395631
"1335","no","no",0.853885753446684,0.146114246553316
"1336","no","no",0.873487407395126,0.126512592604874
"1337","no","no",0.845005156753848,0.154994843246152
"1338","no","no",0.806767169308798,0.193232830691202
"1339","no","no",0.86410409849999,0.13589590150001
"1340","no","no",0.849836216071947,0.150163783928053
"1341","no","no",0.846019958179907,0.153980041820093
"1342","no","no",0.842393562590814,0.157606437409187
"1343","no","no",0.897237248924466,0.102762751075535
"1344","no","no",0.839997840377801,0.160002159622199
"1345","no","no",0.812055766784771,0.187944233215229
"1346","no","no",0.849743440137565,0.150256559862436
"1347","no","no",0.836307179942296,0.163692820057704
"1348","no","no",0.829101590447442,0.170898409552557
"1349","no","no",0.877156136915916,0.122843863084084
"1350","no","no",0.818914656662366,0.181085343337634
"1351","no","no",0.832879508126496,0.167120491873505
"1352","no","no",0.844822483680923,0.155177516319078
"1353","no","no",0.820004442824902,0.179995557175098
"1354","no","no",0.822172086409134,0.177827913590866
"1355","no","no",0.830265131499547,0.169734868500453
"1356","no","no",0.856145301174891,0.143854698825109
"1357","no","no",0.789722410931902,0.210277589068099
"1358","no","no",0.8439170297995,0.156082970200501
"1359","no","no",0.852011243785556,0.147988756214444
"1360","no","no",0.866863726269119,0.133136273730881
"1361","no","no",0.840399036145315,0.159600963854685
"1362","no","no",0.855777227235419,0.144222772764581
"1363","no","no",0.870016333307829,0.129983666692171
"1364","no","no",0.833762853173549,0.166237146826452
"1365","no","no",0.814076521569827,0.185923478430173
"1366","no","no",0.759113502208672,0.240886497791328
"1367","no","no",0.790618392053626,0.209381607946374
"1368","no","no",0.817350517324832,0.182649482675169
"1369","no","no",0.840473285270792,0.159526714729208
"1370","no","no",0.840473285270792,0.159526714729208
"1371","yes","no",0.796035048457424,0.203964951542576
"1372","no","no",0.837882905648013,0.162117094351988
"1373","no","no",0.714524614753886,0.285475385246114
"1374","no","no",0.850418549446577,0.149581450553424
"1375","yes","no",0.823968799216908,0.176031200783092
"1376","no","no",0.818347236750809,0.181652763249191
"1377","no","no",0.75265937380586,0.24734062619414
"1378","no","no",0.7864269060247,0.2135730939753
"1379","no","no",0.771439261258203,0.228560738741798
"1380","no","no",0.850186775617827,0.149813224382173
"1381","no","no",0.768719781683218,0.231280218316783
"1382","no","no",0.858630625202992,0.141369374797008
"1383","no","no",0.848292895053817,0.151707104946183
"1384","no","no",0.832524479176964,0.167475520823036
"1385","no","no",0.783197562128796,0.216802437871204
"1386","no","no",0.82947892622591,0.17052107377409
"1387","no","no",0.802789372040668,0.197210627959332
"1388","no","no",0.823489719002877,0.176510280997124
"1389","no","no",0.803742510606245,0.196257489393756
"1390","no","no",0.699933347465006,0.300066652534995
"1391","no","no",0.830379947910478,0.169620052089522
"1392","no","no",0.837659852388176,0.162340147611824
"1393","no","no",0.873787411758929,0.126212588241071
"1394","no","no",0.824806372011721,0.17519362798828
"1395","no","no",0.823991225131169,0.176008774868832
"1396","no","no",0.824806372011721,0.17519362798828
"1397","no","no",0.832643136581724,0.167356863418277
"1398","no","no",0.798686652469248,0.201313347530752
"1399","no","no",0.806576255040097,0.193423744959904
"1400","no","no",0.759354462968342,0.240645537031658
"1401","no","no",0.855528067140083,0.144471932859918
"1402","no","no",0.798686652469248,0.201313347530752
"1403","no","no",0.871366092175878,0.128633907824122
"1404","no","no",0.77149144959369,0.22850855040631
"1405","yes","no",0.794824758662027,0.205175241337973
"1406","no","no",0.823755253014267,0.176244746985733
"1407","no","no",0.783281062482709,0.216718937517291
"1408","no","no",0.868417143780107,0.131582856219894
"1409","no","no",0.815386068089037,0.184613931910963
"1410","no","no",0.805183125351093,0.194816874648908
"1411","no","no",0.74078768122284,0.25921231877716
"1412","no","no",0.756491642726459,0.243508357273541
"1413","no","no",0.836512364893029,0.163487635106972
"1414","no","no",0.826918493775233,0.173081506224768
"1415","no","no",0.730138645210589,0.269861354789411
"1416","yes","no",0.861877999381488,0.138122000618512
"1417","no","no",0.854529265401823,0.145470734598178
"1418","no","no",0.86635896034345,0.133641039656551
"1419","no","no",0.8197020836069,0.180297916393101
"1420","no","no",0.733557639241124,0.266442360758877
"1421","no","no",0.850418549446577,0.149581450553424
"1422","no","no",0.764981074821862,0.235018925178138
"1423","no","no",0.78766772867859,0.21233227132141
"1424","no","no",0.812870682235133,0.187129317764867
"1425","no","no",0.817285396147552,0.182714603852447
"1426","no","no",0.850958901558303,0.149041098441697
"1427","no","no",0.795283067249064,0.204716932750936
"1428","no","no",0.842626484946344,0.157373515053657
"1429","no","no",0.806724563926876,0.193275436073124
"1430","no","no",0.858870955850401,0.141129044149599
"1431","no","no",0.838278005402662,0.161721994597338
"1432","no","no",0.849329202672212,0.150670797327787
"1433","no","no",0.733557639241124,0.266442360758877
"1434","no","no",0.756139614476592,0.243860385523408
"1435","no","no",0.844345846703958,0.155654153296042
"1436","no","no",0.826761335018438,0.173238664981563
"1437","no","no",0.776497320172122,0.223502679827879
"1438","no","no",0.802128930164935,0.197871069835066
"1439","no","no",0.802730308829826,0.197269691170174
"1440","no","no",0.75325172163009,0.24674827836991
"1441","no","no",0.812575018459647,0.187424981540354
"1442","no","no",0.804708397784874,0.195291602215127
"1443","no","no",0.746258407200177,0.253741592799823
"1444","no","no",0.746258407200177,0.253741592799823
"1445","no","no",0.855919297250952,0.144080702749048
"1446","no","no",0.790618392053626,0.209381607946374
"1447","no","no",0.831428306277718,0.168571693722282
"1448","no","no",0.82060190792782,0.17939809207218
"1449","no","no",0.788880338827743,0.211119661172258
"1450","no","no",0.78331918376243,0.21668081623757
"1451","no","no",0.768200217247378,0.231799782752622
"1452","no","no",0.796562268318986,0.203437731681014
"1453","no","no",0.843564775128599,0.156435224871402
"1454","no","no",0.777773955875228,0.222226044124773
"1455","no","no",0.772334028609726,0.227665971390274
"1456","no","no",0.831428306277718,0.168571693722282
"1457","no","no",0.806454790825777,0.193545209174223
"1458","no","no",0.820443747390311,0.17955625260969
"1459","no","no",0.83927182257982,0.16072817742018
"1460","no","no",0.699933347465006,0.300066652534995
"1461","no","no",0.709079793769178,0.290920206230823
"1462","no","no",0.731578792140272,0.268421207859728
"1463","no","no",0.849445853585507,0.150554146414493
"1464","no","no",0.844746530423411,0.155253469576589
"1465","no","no",0.778837630809839,0.221162369190161
"1466","no","no",0.839727331067463,0.160272668932537
"1467","no","no",0.878012288953387,0.121987711046612
"1468","no","no",0.846857972078954,0.153142027921046
"1469","no","no",0.61239081326864,0.38760918673136
"1470","no","no",0.858025648255387,0.141974351744614
"1471","no","no",0.739775139718265,0.260224860281736
"1472","no","no",0.726143626454373,0.273856373545627
"1473","no","no",0.779656389379241,0.220343610620759
"1474","no","no",0.792754026614441,0.207245973385558
"1475","no","no",0.850418549446577,0.149581450553424
"1476","no","no",0.862485380274003,0.137514619725997
"1477","no","no",0.825213808427024,0.174786191572975
"1478","no","no",0.806668313079483,0.193331686920517
"1479","no","no",0.804013190438835,0.195986809561165
"1480","no","no",0.718165603674241,0.281834396325759
"1481","no","no",0.756402989624486,0.243597010375515
"1482","no","no",0.833930447817683,0.166069552182318
"1483","no","no",0.826981180976337,0.173018819023663
"1484","no","no",0.800141564641664,0.199858435358336
"1485","no","no",0.830021351418997,0.169978648581004
"1486","no","no",0.7181794963998,0.2818205036002
"1487","no","no",0.874875911468926,0.125124088531074
"1488","no","no",0.833034974620479,0.166965025379521
"1489","no","no",0.866610573938642,0.133389426061358
"1490","no","no",0.81958051492712,0.180419485072879
"1491","yes","no",0.793268989652956,0.206731010347044
"1492","no","no",0.838299211530704,0.161700788469296
"1493","no","no",0.815140528437935,0.184859471562065
"1494","no","no",0.815140528437935,0.184859471562065
"1495","no","no",0.804815697587361,0.195184302412639
"1496","no","no",0.75521993792672,0.244780062073279
"1497","no","no",0.802456128623221,0.197543871376779
"1498","no","no",0.834591956128791,0.165408043871209
"1499","no","no",0.830418165103126,0.169581834896874
"1500","no","no",0.851178168843817,0.148821831156183
"1501","yes","no",0.777900354965988,0.222099645034012
"1502","no","no",0.826777363714842,0.173222636285158
"1503","no","no",0.84357792641404,0.15642207358596
"1504","no","no",0.816133770491614,0.183866229508387
"1505","no","no",0.82886385853848,0.17113614146152
"1506","no","no",0.759204691589766,0.240795308410234
"1507","no","no",0.805475674446307,0.194524325553694
"1508","no","no",0.869914556325104,0.130085443674896
"1509","no","no",0.85847012361685,0.14152987638315
"1510","no","no",0.826092104955501,0.173907895044498
"1511","no","no",0.737860090683027,0.262139909316973
"1512","no","no",0.768575212993738,0.231424787006262
"1513","no","no",0.787357452486818,0.212642547513182
"1514","no","no",0.737928717800622,0.262071282199378
"1515","no","no",0.873203661567366,0.126796338432634
"1516","no","no",0.848752978726657,0.151247021273342
"1517","no","no",0.840724863444079,0.159275136555921
"1518","no","no",0.818603794366993,0.181396205633007
"1519","no","no",0.820703655507524,0.179296344492476
